"id","e1a","e1c","e1f","e1g","f5a","f5b","f5c","f1a","f1b","f1c","f1d","f1e","f1f","f1g","f2a1","f2b1","f2c1","f2d1","f2e1","f2f1","f2g1","h1a","h1b","h1c","near_03f","cityRate","numBehaviors"
2273,4,2,4,3,5,2,4,5,5,5,5,5,5,5,1,1,1,1,1,1,1,0,0,0,0,2.44444444444444,4
2316,1,5,5,1,4,3,4,5,5,5,5,5,5,5,1,0,1,0,0,1,0,0,0,1,30.8762608804,2.26086956521739,1
2324,1,5,5,1,3,1,1,5,5,5,1,2.33702747616476,1,5,1,1,1,0,0,1,1,0,1,0,0,2.26086956521739,2
2331,4,3,4,2,5,4,4,4,4.30163348392066,4,4,3.99087469951414,3.99307703299168,4,1,1,1,1,1,1,1,0,1,1,24.0577683727,2.26086956521739,4
2334,1,4,4,2,5,4,5,5,5,5,5,5,5,4,1,1,1,1,1,0,0,1,1,1,80.9608955991,2.26086956521739,2
2336,5,2,2,4,5,4,4,5,5,5,5,5,5,5,0,1,1,0,1,1,1,0,1,1,45.6844848584,2.26086956521739,3
2337,2,4,5,1,4,2,4,4,4,5,4,3,4,4,1,1,1,1,0,1,1,0,1,1,92.1913148852,2.26086956521739,3
2338,2,4,4,2,4,2,4,3,3,4,3,3,4,4,1,1,1,0,0,1,0,1,0,0,925.095030873,2.26086956521739,1
2341,2,4,5,2,4,4,4,5,5,5,4,4,4,4,1,1,1,0,1,0,0,0,0,0,316.783936704,2.26086956521739,1
2344,2,4.98622012621328,5,1,5,5,4,5,5,5,5,5,5,5,1,1,1,1,1,1,1,0,0,1,278.007349171,2.26086956521739,4
2347,5,1,2,5,5,5,4,4,4,4,4,2,2,4,1,1,1,0,0,0,1,0,1,0,9843.98563144,1.72727272727273,1
2349,2,2,4,2,4,3,4,5,5,4,4,4,5,3,1,1,1,0,1,1,0,0,1,1,156.459499089,1.72727272727273,2
2350,2,4.47913168732095,5,2,3,3,2,5,5,5,5,4,1,2.47421961147771,1,1,0,1,1,0,1,0,0,1,165.136060693,1.72727272727273,3
2352,2,5,5,3,5,5,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,0,0,1,95.6682691103,1.72727272727273,4
2355,4,2,2,4,3,2,4,3,3,3,3,3,3,3,1,1,0,0,1,0,0,0,0,0,11303.687099,2.26086956521739,1
2374,3,3,4,2,4,2,4,2,2,4,4,2,2,2,1,1,1,0,0,0,0,0,1,1,94.5359786897,2.26086956521739,0
2375,4,2,1,5,5,3,2,4,2,4,3,3,4,4,1,0,1,0,0,0,0,1,1,1,33.2706626071,2.26086956521739,0
2378,4,2,1,4,1,2,1,4,4,4,3,3,4,3,1,1,1,0,1,1,1,0,1,1,3.35086079444,2.26086956521739,3
2380,4,1,2,5,4,3,2,4,2,4,4,4,4,4,1,1,1,1,1,1,1,0,1,1,27.3692084017,2.26086956521739,4
2386,4,2,4,2,4,2,4,4,4,5,4,4,5,5,1,1,1,0,1,1,0,0,1,1,0,2.26086956521739,2
2391,5,2,4,2,4,3,3,4,4,4,3,2,1,2,1,1,0,0,0,0,0,0,1,1,120.354181632,1.72727272727273,0
2397,4,2,3,4,3,2,3,4,3.81068076120435,5,4,4,4,4,1,0,0,1,1,1,1,0,0,0,10939.9984991,2.26086956521739,4
2416,5,1,2,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,0,1,1,19.9978559907,2.26086956521739,4
2418,1,4,1,5,5,5,4,5,5,2,1,2,5,5,1,1,1,0,1,1,1,0,1,1,1.08399096116,2.26086956521739,3
2430,1,4,5,2,3,2,2,4,4,5,4,4,4,4,1,1,1,0,0,1,1,1,1,1,83.3664279456,1.72727272727273,2
2444,3,2,3,4,4,4,2,5,4,3,4,5,4,5,1,1,1,1,1,1,1,0,1,1,24.0514248784,2.26086956521739,4
2445,4,4,5,2,5,5,5,5,3,5,3,3,3,2,1,0,1,0,0,0,0,0,1,1,42.2278290247,2.26086956521739,0
2446,4,3,4,2,4,4,4,2,4,4,3,3,2,2,1,1,1,0,1,1,0,0,1,1,134.361968755,2.26086956521739,2
2457,4,3,2,4,5,5,5,4,4,5,4,4,4,5,1,0,0,0,1,1,0,0,1,1,1016.55611254,2.26086956521739,2
2460,2,4,5,3,3,2,3,4,4,4,3,4,4,4,1,1,1,0,0,0,1,0,1,1,435.719105737,1.72727272727273,1
2461,2,4,5,1,5,5,5,4,4,4,4,4,4,4,1,1,1,0,0,1,1,0,0,1,232.803004124,1.72727272727273,2
2462,1,5,5,1,2,2,3,5,5,4,5,4,2,2,1,1,0,0,1,0,0,0,0,1,149.381671861,1.72727272727273,1
2463,2,4,4,2,4,2,4,4,4,5,3,4,5,4,1,1,0,1,0,0,0,0,1,1,235.476967457,1.72727272727273,1
2470,4,1,2,5,3,2,2,4,4,4,1,2,2,2,1,1,1,0,1,0,1,0,1,1,79.5115390474,2.26086956521739,2
2471,2,4,4,2,2,2,5,5,4,5,4,4,4,4,1,1,1,0,1,0,1,0,0,1,86.8638190032,1.72727272727273,2
